"Freq [GHz]","AbsorbanceTE []"
66.1,0.05553442010214
66.2,0.00277064539726268
66.3,0.000766067685378236
66.4,0.000387863057653259
66.5,0.000269272057950798
66.6,0.000235963531878047
66.7,0.000349164278827696
66.8,0.00499499363242784
66.9,0.00132162298761618
67,0.000580954980190396
67.1,0.000432562872465847
67.2,0.00037621437656532
67.3,0.000348734985672672
67.4,0.000333606000203379
67.5,0.000324774322113197
67.6,0.000319536189615888
67.7,0.0003165159678441
67.8,0.000314946554546558
67.9,0.000314370264252517
68,0.000314499577637295
68.1,0.000315146456544291
68.2,0.000316183933707359
68.3,0.00031752406165142
68.4,0.000319104668877079
68.5,0.000320881101025794
68.6,0.000322820905034549
68.7,0.000324900314321863
68.8,0.000327101871243851
68.9,0.000329412787359651
69,0.0003318237938853
69.1,0.00033432832526592
69.2,0.000336921933284717
69.3,0.000339601863961203
69.4,0.000342366751235557
69.5,0.000345216396294368
69.6,0.000348151610913394
69.7,0.000351174109648689
69.8,0.000354286440873097
69.9,0.000357491949476429
70,0.000360794767082173
70.1,0.000364199827069478
70.2,0.000367712904193795
70.3,0.000371340678985366
70.4,0.00037509082973286
70.5,0.00037897215567495
70.6,0.000382994737079367
70.7,0.000387170140170867
70.8,0.000391511677655276
70.9,0.000396034738846307
71,0.000400757208698255
71.1,0.0004057000013995
71.2,0.000410887742807953
71.3,0.000416349649364323
71.4,0.000422120668448822
71.5,0.000428242971297288
71.6,0.000434767927674273
71.7,0.000441758748104704
71.8,0.00044929406559624
71.9,0.00045747286262432
72,0.000466421360011959
72.1,0.000476302828082309
72.2,0.000487331850788864
72.3,0.00049979555488433
72.4,0.000514086053857721
72.5,0.000530751561133136
72.6,0.000550579791361749
72.7,0.000574739739397701
72.8,0.00060503467791273
72.9,0.000644380742411244
73,0.00069777943179683
73.1,0.000774480019055446
73.2,0.000893385313122108
73.3,0.00109890106757238
73.4,0.00151955221244748
73.5,0.00268468176153469
73.6,0.00926715738372352
73.7,0.0455925130677514
73.8,0.00280113612619282
73.9,0.000889074008723623
74,0.0005260484662305
74.1,0.000434590402593638
74.2,0.000456360581538973
74.3,0.000665537997970311
74.4,0.00190918619520697
74.5,0.0109168397004665
74.6,0.00341421521396068
74.7,0.00153482406006167
74.8,0.00106270391331986
74.9,0.000881899937136832
75,0.000794958224737963
75.1,0.000745733282470851
75.2,0.000724056325941969
75.3,0.000724029721405728
75.4,0.000788601495771424
75.5,0.0019212424240953
75.6,0.000825138477878684
75.7,0.000733944619561888
75.8,0.000715869994937335
75.9,0.000711132680544679
76,0.000711453483814739
76.1,0.000714841286969969
76.2,0.000720735785619597
76.3,0.000729008179986335
76.4,0.000739669844250446
76.5,0.000752767003487476
76.6,0.000768337649356354
76.7,0.00078639346473719
76.8,0.00080691341363015
76.9,0.000829843505848471
77,0.000855100215495952
77.1,0.000882576288617543
77.2,0.00091214826813435
77.3,0.000943685372071013
77.4,0.000977059540630654
77.5,0.00101215658889908
77.6,0.0010488884960772
77.7,0.00108720695151499
77.8,0.00112711837444801
77.9,0.00116870073871034
78,0.00121212268287552
78.1,0.00125766558435159
78.2,0.00130574954792306
78.3,0.00135696464280355
78.4,0.00141210926833313
78.5,0.00147223832311416
78.6,0.00153872502470653
78.7,0.00161334198839191
78.8,0.00169836986952587
78.9,0.00179674608706359
79,0.00191227287427176
79.1,0.00204991493226658
79.2,0.00221623554487438
79.3,0.00242005235307019
79.4,0.00267345234271643
79.5,0.00299341544386522
79.6,0.00340451331717917
79.7,0.0039436050607643
79.8,0.00466847447603902
79.9,0.00567485564835035
80,0.00713307888679648
80.1,0.0093763679273372
80.2,0.0131450360697483
80.3,0.0203347021460374
80.4,0.0349664306208926
80.5,0.049078968695587
80.6,0.0706321665205506
80.7,0.170860909346752
80.8,0.453091590801709
80.9,0.202773208749292
81,0.0691732499104496
81.1,0.0321779901639642
81.2,0.0181840000379455
81.3,0.0116039252687696
81.4,0.00805025632709699
81.5,0.00594523052231999
81.6,0.00461534360164495
81.7,0.00373516572445853
81.8,0.00313216419631135
81.9,0.00270833724122321
82,0.00240560229480113
82.1,0.00218976879472466
82.2,0.0020436112633182
82.3,0.00196556714785578
82.4,0.00197356049314734
82.5,0.0021159289994539
82.6,0.0026466615090035
82.7,0.00321745540083485
82.8,0.00426886186721287
82.9,0.00738896246928822
83,0.0261762697634145
83.1,0.0502913746401206
83.2,0.00492600353599504
83.3,0.00144013565323098
83.4,0.000763422349531861
83.5,0.000674996357849178
83.6,0.000748467406602504
83.7,0.00110365664150258
83.8,0.00201808067887088
83.9,0.00512671776803786
84,0.0144791273234363
84.1,0.0197951418592386
84.2,0.00917009695975679
84.3,0.00487453017788664
84.4,0.00317978641899341
84.5,0.0023483535790052
84.6,0.00186503902891377
84.7,0.00154466203429759
84.8,0.00136977225500345
84.9,0.00201194438929475
85,0.00130290753268147
85.1,0.00108393885951819
85.2,0.00817577274319725
85.3,0.00291867871733276
85.4,0.00187404344294606
85.5,0.00167556153733328
85.6,0.00162001314316451
85.7,0.00160903896407505
85.8,0.00202761715073585
85.9,0.00410726873622735
86,0.0047717822451615
86.1,0.00109394441166655
86.2,0.00172303101829296
86.3,0.000643093138968043
86.4,0.000616779806713041
86.5,0.000761958046479272
86.6,0.000896142142552292
86.7,0.00128610331116774
86.8,0.00152555809773247
86.9,0.00138684309260195
87,0.00143031299746488
87.1,0.00149517806043353
87.2,0.00156876508266257
87.3,0.00165447790075479
87.4,0.00176664293175299
87.5,0.00194403350414141
87.6,0.00230963038010412
87.7,0.00341134573405999
87.8,0.01037012885025
87.9,0.670419709520377
88,0.0119217999395194
88.1,0.00534550037582493
88.2,0.00398062086601902
88.3,0.00351989899464811
88.4,0.00335716495689997
88.5,0.00333337361640651
88.6,0.00339426265542653
88.7,0.00352119229818648
88.8,0.00371382663256803
88.9,0.00399641557937158
89,0.00524233174045308
89.1,0.00474387382338415
89.2,0.00550252110644833
89.3,0.00685407551649986
89.4,0.010098993029264
89.5,0.0261294030253797
89.6,0.0542785950028636
89.7,0.00367738199975198
89.8,0.00250806218453326
89.9,0.00269581601647051
90,0.00305499225360295
